question,solution
Viết chương trình Python để khớp các giá trị chính trong hai từ điển.,"x = {'key1': 1, 'key2': 3, 'key3': 2}
y = {'key1': 1, 'key2': 2}
for (key, value) in set(x.items()) & set(y.items()):
    print('%s: %s is present in both x and y' % (key, value))

"
Viết chương trình Python để đếm các phần tử trong danh sách cho đến khi một phần tử là một bộ,"num = [10,20,30,(10,20),40]
ctr = 0
for n in num:
    if isinstance(n, tuple):
        break
    ctr += 1
print(ctr)

"
Viết chương trình Python để chuyển một bộ thành chuỗi.,"tup = ('e', 'x', 'e', 'r', 'c', 'i', 's', 'e', 's')
str = ''.join(tup)
print(str)

"
Viết chương trình Python để tìm các phần tử lặp lại của một bộ,"tuplex = 2, 4, 5, 6, 2, 3, 4, 4, 7
count = tuplex.count(4)
print(count)

"
Viết chương trình Python để chuyển đổi một bộ dữ liệu thành từ điển.,"tuplex = ((2, ""w""),(3, ""r""))
print(dict((y, x) for x, y in tuplex))

"
Viết chương trình Python để sắp xếp một bộ dữ liệu theo phần tử float của nó.,"price = [('item1', '12.20'), ('item2', '15.10'), ('item3', '24.5')]
print( sorted(price, key=lambda x: float(x[1]), reverse=True))

"
Viết chương trình Python để thêm (các) thành viên vào một tập hợp,"color_set = set()
color_set.add(""Red"")
color_set.update([""Blue"", ""Green""])
print(color_set)

"
Viết chương trình Python để tạo sự khác biệt đối xứng,"setx = set([""apple"", ""mango""])
sety = set([""mango"", ""orange""])
setc = setx ^ sety
print(setc)

"
Viết chương trình Python để đếm số số chẵn và số lẻ trong một dãy số.,"numbers = (1, 2, 3, 4, 5, 6, 7, 8, 9) 
count_odd = 0
count_even = 0
for x in numbers:
    if not x % 2:
        count_even+=1
    else:
        count_odd+=1
print(""Number of even numbers :"",count_even)
print(""Number of odd numbers :"",count_odd)

"
Viết chương trình Python in tất cả các số từ 0 đến 6 trừ 3 và 6,"for x in range(6):
    if (x == 3 or x==6):
        continue
    print(x,end=' ')


"
Viết chương trình Python để lấy chuỗi Fibonacci trong khoảng từ 0 đến 50.,"x,y=0,1
while y<50:
    print(y)
    x,y = y,x+y

"
Viết chương trình Python lấy hai chữ số m (hàng) và n (cột) làm đầu vào và tạo một mảng hai chiều. Giá trị phần tử ở hàng thứ i và cột thứ j của mảng phải là i*,"row_num = int(input(""Input number of rows: ""))
col_num = int(input(""Input number of columns: ""))
multi_list = [[0 for col in range(col_num)] for row in range(row_num)]

for row in range(row_num):
    for col in range(col_num):
        multi_list[row][col]= row*col

print(multi_list)

"
Viết chương trình Python để tìm các số từ 100 đến 400 (bao gồm cả hai) trong đó mỗi chữ số của một số là số chẵn. Các số thu được phải được in theo trình tự được phân tách bằng dấu phẩy,"items = []
for i in range(100, 401):
    s = str(i)
    if (int(s[0])%2==0) and (int(s[1])%2==0) and (int(s[2])%2==0):
    items.append(s)
print( "","".join(items))


"
Viết chương trình Python để tạo bảng nhân (từ 1 đến 10) của một số.,"n = int(input(""Input a number: ""))
for i in range(1,11):
    print(n,'x',i,'=',n*i)

"
Viết hàm Python để tìm Max của ba số.,"def max_of_two( x, y ):
    if x > y:
        return x
    return y
def max_of_three( x, y, z ):
    return max_of_two( x, max_of_two( y, z ) )

print(max_of_three(3, 6, -5))

"
Viết hàm Python để tính tổng tất cả các số trong danh sách,"def sum(numbers):
    total = 0
    for x in numbers:
        total += x
    return total
print(sum((8, 2, 3, 0, 7)))

"
Viết hàm Python để nhân tất cả các số trong danh sách,"def multiply(numbers):
    total = 1
    for x in numbers:
        total *= x
    return total
print(multiply((8, 2, 3, -1, 7)))

"
Viết hàm Python chấp nhận một chuỗi và tính số chữ hoa và chữ thường,"def string_test(s):
    d={""UPPER_CASE"":0, ""LOWER_CASE"":0}
    for c in s:
        if c.isupper():
            d[""UPPER_CASE""]+=1
        elif c.islower():
            d[""LOWER_CASE""]+=1
        else:
            pass
    print (""Original String : "", s)
    print (""No. of Upper case characters : "", d[""UPPER_CASE""])
    print (""No. of Lower case Characters : "", d[""LOWER_CASE""])

string_test('The quick Brow Fox')

"
Viết hàm Python nhận danh sách và trả về danh sách mới với các phần tử duy nhất của danh sách đầu tiên,"def unique_list(l):
    x = []
    for a in l:
        if a not in x:
            x.append(a)
    return x

print(unique_list([1,2,3,3,3,3,4,5]))

"
Viết chương trình Python để in các số chẵn từ một danh sách cho trước,"def is_even_num(l):
    enum = []
    for n in l:
        if n % 2 == 0:
            enum.append(n)
    return enum
print(is_even_num([1, 2, 3, 4, 5, 6, 7, 8, 9]))

"
Viết hàm Python để kiểm tra xem một chuỗi được truyền có phải là palindrome hay không,"
def isPalindrome(string):
    left_pos = 0
    right_pos = len(string) - 1

    while right_pos >= left_pos:
        if not string[left_pos] == string[right_pos]:
            return False
        left_pos += 1
        right_pos -= 1
    return True
print(isPalindrome('aza'))

"
Viết chương trình Python để truy cập một hàm bên trong hàm,"def test(a):
    def add(b):
        nonlocal a
        a += 1
        return a+b
    return add
func= test(4)
print(func(4))

"
Viết chương trình Python để phát hiện số lượng biến cục bộ được khai báo trong hàm.,"def abc():
    x = 1
    y = 2
    str1= ""w3resource""

print(abc.__code__.co_nlocals)


"
"Viết chương trình Python để kiểm tra số dương, số âm hoặc số 0","num = int (input (""Enter Integer Number: ""))
if num == 0:
    print (""Zero Entered"")
elif num > 0:
    print (""Positive Number Entered"")
elif num < 0:
    print (""Negative Number Entered"")

"
Viết chương trình Python kiểm tra tính chia hết của 2 số,"nominator = int (input (""Enter Nominator: ""))
denominator = int (input (""Enter Denominator: ""))
if nominator % denominator == 0:
    print(""{} is completely Divisible by {}"".format(nominator, denominator))
else:
    print (""{} is not completely Divisible by {}"".format(nominator, denominator))

"
Viết chương trình python để kiểm tra xem ký tự đã nhập có phải là Nguyên âm hay không,"letter = input (""Enter a Single Character: "")
    if letter == ""A"" or letter == ""a"" or letter == ""E"" or letter == ""e"" or letter == ""I"" or letter == ""i"" or letter == ""o"" or letter ==""O"" or letter == ""U"" or letter == ""u"":
        print (""{} is Vowel"".format(letter))
    else:
        print (""{} is co nsonent (Not Vowel)"".format(letter))

"
Viết chương trình python tính tổng của n số nguyên dương,"n = int (input (""Enter Value of n: ""))
sum = 0
x = 0
while x != n+1: 
    sum += x
    x+=1
print(""Sum of n positive Integer till {} is {}"".format(n,sum))

"
Viết chương trình python để tính tổng của một số,"Digits = input(""Enter a number: "")
sum = int(Digits[0])
number = Digits[0]
for i in Digits[1::]:
    sum+= int(i)
    number +="" + {}"".format(i)
print(""Sum of {} is {}"".format(number,sum))


"
Viết chương trình python để chuyển số thập phân sang nhị phân,"Decimal = input(""Enter Number: "")
num = int(Decimal)
Binary =""""
while num>=1:
    i = num%2
    num = num//2
    Binary +=str(i)
print (""Binary Equivalent of {} is {}"".format(Decimal,Binary[::-1]))


"
"Viết chương trình python để đếm số, bảng chữ cái và ký tự đặc biệt","Text = input (""Enter Text: "")
letter, number, spaces , special = 0,0,0,0
for i in Text:
    if i.isalpha():
        letter+=1
    elif i.isspace():
        spaces +=1
    elif i.isnumeric():
        number +=1
    else:
        special+=1
print("" Alphabets = {} \n Numbers = {} \n Space = {} \n Special Chracter = {}"".format(letter,number,spaces,special))

"
Viết lớp Python Shape và lớp Sub Square:,"class Shape():
    def __init__(self,length = 0):
        self.length = length
    def Area(self):
        print(""Area of Shape is 0"")
class Square (Shape):
    def __init__(self,length = 0):
        self.length = length
    def Area(self):
        self.area = self.length*self.length
        print(""Area of a Square is: {}"".format(self.area))
s1 = Square(2)
s1.Area()

"
Viết hàm python để tính 5/0 bằng cách sử dụng thử ngoại trừ,"try:
    print(""Division = {}"".format(5/0))
except ZeroDivisionError:
    print (""5 cannot be divided by O"")

"
Viết chương trình python để Chấp nhận Chuỗi và chỉ in các từ gồm các chữ số,"Text = input (""Enter Text: "")
Digits = """"
for i in Text:
    if i.isnumeric():
        Digits +=i+"" ""
print(""Digits used in given strings are: {}"".format(Digits))

"
Viết chương trình python để lập trình tính 1/2+2/3+3/4+...+n/n+1 với n đầu vào cho trước bằng bàn điều khiển (n>0).,"num = int (input (""Enter Number: ""))
sum = 0
for i in range(num+1):
    sum += float(i/(i+1))
print (""Sum: {:.2f}"".format(sum))

"
Viết chương trình python để lập trình tính toán: f(n)=f(n-1)+100 khi n>0 và f(0)=1,"def f(n):
    if n == 0 :
        return 0
    else:
        return f(n-1)+100
n = int(input(""Enter Number: ""))
print(""f(n-1)+100 = "", f(n))

"
Viết hàm python Mật khẩu khớp với tiêu chí bắt buộc:,"def PasswordMatchCriteria(pas):
    upper,lower,special,num = 0,0,0,0
    for x in pas:
        if (len(pas) >= 6) and (len(pas) <=12):
            if x.isupper():
                upper+=1
            elif x.islower():
                lower+=1
            elif x.isnumeric():
                num +=1
            elif x.isspace():
                j = 0
            else:
                special += 1
    if (upper > 0) and (lower > 0) and (special > 0) and (num > 0):
        return True
    else:
        return False
passwords = input(""Enter Passwords which are seperated by \"",\"": "")
password = passwords.split("","")
for i in password:
    if PasswordMatchCriteria(i):
        print(i)

"
"Viết chương trình python để xác định hàm bằng một trình tạo có thể lặp lại các số chia hết cho 7, trong phạm vi cho trước 0 và n.","def Generator(n):
    for i in range(n+1):
        if i%7 == 0:
            yield i
n = int(input(""Enter Number: ""))
for i in Generator(n):
    print(i,end = "" "")

"
Viết chương trình python tạo hàm đệ quy tính tổng,"def rec(n):
    if n == 0:
        return n
    return rec(n-1) + n
n = int(input())
sum = rec(n)
print(sum)

"
Viết chương trình python để đếm tần số các chữ cái trong chuỗi và in các chữ cái theo thứ tự tần số giảm dần.,"word = input()
dct = {}
for i in word:
    dct[i] = dct.get(i,0) + 1

dct = sorted(dct.items(),key=lambda x: (-x[1],x[0]))
for i in dct:
    print(i[0],i[1])

"
Viết chương trình python sử dụng hàm lambda để bình phương một số,"square2 = lambda num: num * num

"
Viết chương trình python thành chuỗi chữ hoa bằng lambda và map,"people = [""Darcy"", ""Christina"", ""Diana""]
peeps = list(map(lambda name: name.upper(), people))
print(peeps)

"
"Viết chương trình python để lọc tên không bắt đầu bằng ""a""","names = ['austin', 'penny', 'anthony', 'rihana', 'billy', 'angel']
a_names = list(filter(lambda name: name[0] == 'a', names))
print(a_names)

"
Viết chương trình python để trả về dict với {student:highest Score} SỬ DỤNG MAP+LAMBDA,"midterms = [80, 91, 78]
finals = [98, 89, 53]
students = ['dan', 'ang', 'kate']
final_grades = dict(zip(students,map(lambda pair: max(pair),zip(midterms, finals))))

"
Viết hàm python để tính tổng số lượng đối số có thể thay đổi,"def sum_all(*args):
    total = 0
    for num in args:
        total += num
    return total

"
Viết chương trình python bằng kwargs,"def fav_colors(**kwargs):
    print(kwargs)
    for person, color in kwargs.items():
        print(f""{person}'s favorite color is {color}"")

fav_colors(sriju=""red"", faizu=""yellow"", kabir=""black"")

"
Viết chương trình python để in các từ có độ dài chẵn trong một chuỗi,"def printWords(s):
    s = s.split(' ')

for word in s:
    if len(word)%2==0:
        print(word)

s = ""This is a python language""
printWords(s)

"
